index,branch,task,model,horizon,metric,mean,std
0,daily,direction,baseline_logistic,1,accuracy,0.44000000000000006,0.09831920802501751
1,daily,direction,baseline_logistic,1,f1,0.13264957264957264,0.11086494756562558
2,daily,direction,baseline_logistic,1,precision,0.48,0.3563705936241092
3,daily,direction,baseline_logistic,1,recall,0.08964932126696833,0.09433797400520887
4,daily,direction,baseline_logistic,1,roc_auc,0.4857398213241867,0.06961672749917981
5,daily,direction,baseline_logistic,3,accuracy,0.4666666666666666,0.1312334645668635
6,daily,direction,baseline_logistic,3,f1,0.22913562410129917,0.11166637265117395
7,daily,direction,baseline_logistic,3,precision,0.8583333333333332,0.19454362549881252
8,daily,direction,baseline_logistic,3,recall,0.14194211017740427,0.08704720349160922
9,daily,direction,baseline_logistic,3,roc_auc,0.5443338121573416,0.07187022771338654
10,daily,direction,baseline_logistic,7,accuracy,0.42666666666666664,0.13207741837439294
11,daily,direction,baseline_logistic,7,f1,0.032,0.07155417527999328
12,daily,direction,baseline_logistic,7,precision,0.2,0.4472135954999579
13,daily,direction,baseline_logistic,7,recall,0.017391304347826087,0.038888138739126776
14,daily,direction,baseline_logistic,7,roc_auc,0.7021878265602522,0.19869274435648304
15,daily,direction,baseline_prev_bar,1,accuracy,0.5333333333333333,0.07453559924999295
16,daily,direction,baseline_prev_bar,1,f1,0.5659743037968845,0.06807469262003439
17,daily,direction,baseline_prev_bar,1,precision,0.5645634920634921,0.05909428359614404
18,daily,direction,baseline_prev_bar,1,recall,0.5682781614670159,0.080117971391162
19,daily,direction,baseline_prev_bar,1,roc_auc,0.5242195884610745,0.07668030211453013
20,daily,direction,baseline_prev_bar,3,accuracy,0.44666666666666666,0.09006170724070864
21,daily,direction,baseline_prev_bar,3,f1,0.5020801420801421,0.09572983751288006
22,daily,direction,baseline_prev_bar,3,precision,0.5251587301587302,0.12085779849806105
23,daily,direction,baseline_prev_bar,3,recall,0.4859850606909431,0.0885051771481263
24,daily,direction,baseline_prev_bar,3,roc_auc,0.4282916756446168,0.08568027155992256
25,daily,direction,baseline_prev_bar,7,accuracy,0.4866666666666667,0.0960324019392529
26,daily,direction,baseline_prev_bar,7,f1,0.5329149374106346,0.11143426946363354
27,daily,direction,baseline_prev_bar,7,precision,0.5573809523809524,0.1537132768467381
28,daily,direction,baseline_prev_bar,7,recall,0.5169411506368029,0.08825710641725094
29,daily,direction,baseline_prev_bar,7,roc_auc,0.46493674073193525,0.09909272715677699
30,daily,direction,mvp_xgboost,1,accuracy,0.48,0.09888264649460884
31,daily,direction,mvp_xgboost,1,f1,0.38296327328585394,0.2822609398819995
32,daily,direction,mvp_xgboost,1,precision,0.41542483660130713,0.2471671270723493
33,daily,direction,mvp_xgboost,1,recall,0.4062217194570136,0.3285674329795676
34,daily,direction,mvp_xgboost,1,roc_auc,0.4645747441413076,0.08424470092111679
35,daily,direction,mvp_xgboost,3,accuracy,0.5266666666666666,0.19206480387850572
36,daily,direction,mvp_xgboost,3,f1,0.4069565217391304,0.35212492949738017
37,daily,direction,mvp_xgboost,3,precision,0.500909090909091,0.3180259358413534
38,daily,direction,mvp_xgboost,3,recall,0.38562091503267976,0.3514078743087451
39,daily,direction,mvp_xgboost,3,roc_auc,0.6206457420575068,0.09553415908247721
40,daily,direction,mvp_xgboost,7,accuracy,0.44666666666666666,0.14832396974191323
41,daily,direction,mvp_xgboost,7,f1,0.30488721804511276,0.2640661911778134
42,daily,direction,mvp_xgboost,7,precision,0.52,0.3563705936241092
43,daily,direction,mvp_xgboost,7,recall,0.2829380764163373,0.280702956178651
44,daily,direction,mvp_xgboost,7,roc_auc,0.6029514101459181,0.20421220479399482
45,daily,interval,mvp_xgboost_quantile,1,coverage,0.6799999999999999,0.08366600265340755
46,daily,interval,mvp_xgboost_quantile,1,interval_width,0.02145858034491539,0.0032087488910121625
47,daily,interval,mvp_xgboost_quantile,3,coverage,0.6733333333333333,0.08628119403696524
48,daily,interval,mvp_xgboost_quantile,3,interval_width,0.033651604875922204,0.005627198459251756
49,daily,interval,mvp_xgboost_quantile,7,coverage,0.6533333333333333,0.1864880097426582
50,daily,interval,mvp_xgboost_quantile,7,interval_width,0.046542976051568985,0.004285178581523081
51,daily,magnitude,baseline_zero,1,mae,0.007791936861579508,0.0007656040743909217
52,daily,magnitude,baseline_zero,1,rmse,0.009545099414721963,0.0008369611392131367
53,daily,magnitude,baseline_zero,1,sign_accuracy,0.0,0.0
54,daily,magnitude,baseline_zero,3,mae,0.013210579532127837,0.001886366771804678
55,daily,magnitude,baseline_zero,3,rmse,0.017137404105939825,0.002095669178832647
56,daily,magnitude,baseline_zero,3,sign_accuracy,0.0,0.0
57,daily,magnitude,baseline_zero,7,mae,0.019922786196848633,0.007395210870105311
58,daily,magnitude,baseline_zero,7,rmse,0.024574242665756342,0.00759361569067745
59,daily,magnitude,baseline_zero,7,sign_accuracy,0.0,0.0
60,daily,magnitude,mvp_xgboost_quantile_q50,1,mae,0.008113211994274944,0.000917573074461929
61,daily,magnitude,mvp_xgboost_quantile_q50,1,rmse,0.009902243097313418,0.0011389236353401679
62,daily,magnitude,mvp_xgboost_quantile_q50,1,sign_accuracy,0.45999999999999996,0.12560962454277844
63,daily,magnitude,mvp_xgboost_quantile_q50,3,mae,0.01426161977343216,0.003977134786687593
