branch,horizon,p_up_long,p_up_short,trades,mean_ret_per_bar,total_return_proxy,win_rate
hourly,1,0.52,0.48,242,-8.384307164204014e-05,-0.6610187768258444,0.013825469304921359
hourly,1,0.55,0.45,0,0.0,0.0,0.0
hourly,1,0.58,0.42,0,0.0,0.0,0.0
hourly,2,0.52,0.48,0,0.0,0.0,0.0
hourly,2,0.55,0.45,0,0.0,0.0,0.0
hourly,2,0.58,0.42,0,0.0,0.0,0.0
hourly,4,0.52,0.48,851,-6.7875829575695e-05,-0.5351330403747794,0.05593607305936073
hourly,4,0.55,0.45,0,0.0,0.0,0.0
hourly,4,0.58,0.42,0,0.0,0.0,0.0
daily,1,0.52,0.48,0,0.0,0.0,0.0
daily,1,0.55,0.45,0,0.0,0.0,0.0
daily,1,0.58,0.42,0,0.0,0.0,0.0
daily,3,0.52,0.48,132,-0.0006426750581180227,-0.21144009412082945,0.1519756838905775
daily,3,0.55,0.45,0,0.0,0.0,0.0
daily,3,0.58,0.42,0,0.0,0.0,0.0
daily,7,0.52,0.48,288,-0.0013493513292599766,-0.4439365873265323,0.42249240121580545
daily,7,0.55,0.45,212,-0.0010153302041965367,-0.33404363718066055,0.2917933130699088
daily,7,0.58,0.42,131,-0.0009240732530931647,-0.3040201002676512,0.16717325227963525
