index,branch,task,model,horizon,metric,mean,std
0,daily,direction,baseline_logistic,1,accuracy,0.48666666666666664,0.09888264649460883
1,daily,direction,baseline_logistic,1,f1,0.23370362779258044,0.27072474628274845
2,daily,direction,baseline_logistic,1,precision,0.30714285714285716,0.29407412643198433
3,daily,direction,baseline_logistic,1,recall,0.2682783882783883,0.3688589761368489
4,daily,direction,baseline_logistic,1,roc_auc,0.493805858629388,0.03930538630951311
5,daily,direction,baseline_logistic,3,accuracy,0.54,0.19350567031599986
6,daily,direction,baseline_logistic,3,f1,0.272326393379025,0.3216328039187437
7,daily,direction,baseline_logistic,3,precision,0.24333333333333332,0.3530816713830763
8,daily,direction,baseline_logistic,3,recall,0.4416666666666667,0.4405646629295435
9,daily,direction,baseline_logistic,3,roc_auc,0.5961620114753108,0.12566906038518974
10,daily,direction,baseline_logistic,7,accuracy,0.47333333333333333,0.16733200530681508
11,daily,direction,baseline_logistic,7,f1,0.2317732366512854,0.347756108734463
12,daily,direction,baseline_logistic,7,precision,0.24666666666666667,0.43307684717097905
13,daily,direction,baseline_logistic,7,recall,0.328,0.46681902274864506
14,daily,direction,baseline_logistic,7,roc_auc,0.708432022084196,0.18853994644719207
15,daily,direction,baseline_prev_bar,1,accuracy,0.5133333333333333,0.08366600265340755
16,daily,direction,baseline_prev_bar,1,f1,0.4636950832607093,0.13236620201764993
17,daily,direction,baseline_prev_bar,1,precision,0.4677045177045177,0.1432985910711769
18,daily,direction,baseline_prev_bar,1,recall,0.46040293040293034,0.12137623942076865
19,daily,direction,baseline_prev_bar,1,roc_auc,0.4705401461283814,0.12215464561281651
20,daily,direction,baseline_prev_bar,3,accuracy,0.54,0.09831920802501748
21,daily,direction,baseline_prev_bar,3,f1,0.37521660304269,0.25824220398674375
22,daily,direction,baseline_prev_bar,3,precision,0.3552258852258852,0.29473607450526795
23,daily,direction,baseline_prev_bar,3,recall,0.42664835164835163,0.2191388305938153
24,daily,direction,baseline_prev_bar,3,roc_auc,0.46175358103107467,0.11987064069381041
25,daily,direction,baseline_prev_bar,7,accuracy,0.54,0.12337837015547827
26,daily,direction,baseline_prev_bar,7,f1,0.3609961685823755,0.30826396663535216
27,daily,direction,baseline_prev_bar,7,precision,0.3787179487179487,0.34607026531307095
28,daily,direction,baseline_prev_bar,7,recall,0.35123809523809524,0.27455542295155794
29,daily,direction,baseline_prev_bar,7,roc_auc,0.4543064182194617,0.10041146610334206
30,daily,direction,mvp_xgboost,1,accuracy,0.4,0.047140452079103175
31,daily,direction,mvp_xgboost,1,f1,0.473921568627451,0.049310899229033096
32,daily,direction,mvp_xgboost,1,precision,0.4331144099565153,0.11718038009363044
33,daily,direction,mvp_xgboost,1,recall,0.632087912087912,0.2733957572967757
34,daily,direction,mvp_xgboost,1,roc_auc,0.4307476771594419,0.09521658738988285
35,daily,direction,mvp_xgboost,3,accuracy,0.37333333333333335,0.16397831834998458
36,daily,direction,mvp_xgboost,3,f1,0.42444444444444446,0.15302346886096466
37,daily,direction,mvp_xgboost,3,precision,0.38852873563218393,0.2853236197279037
38,daily,direction,mvp_xgboost,3,recall,0.7602564102564102,0.28151719538102915
39,daily,direction,mvp_xgboost,3,roc_auc,0.6481257588674468,0.15486513287631
40,daily,direction,mvp_xgboost,7,accuracy,0.4,0.26666666666666666
41,daily,direction,mvp_xgboost,7,f1,0.4627496676277164,0.298104540418452
42,daily,direction,mvp_xgboost,7,precision,0.4598850574712644,0.3775932923284191
43,daily,direction,mvp_xgboost,7,recall,0.608,0.40316525423481403
44,daily,direction,mvp_xgboost,7,roc_auc,0.6191884057971014,0.2771579834391912
45,daily,interval,mvp_xgboost_quantile,1,coverage,0.6666666666666667,0.12247448713915897
46,daily,interval,mvp_xgboost_quantile,1,interval_width,0.02120928466320038,0.003523955723110877
47,daily,interval,mvp_xgboost_quantile,3,coverage,0.5666666666666667,0.09999999999999999
48,daily,interval,mvp_xgboost_quantile,3,interval_width,0.035788080841302874,0.007532057986320156
49,daily,interval,mvp_xgboost_quantile,7,coverage,0.4133333333333333,0.0767390962214756
50,daily,interval,mvp_xgboost_quantile,7,interval_width,0.05129196643829346,0.012856220428318875
51,daily,magnitude,baseline_zero,1,mae,0.008176032811737627,0.0011280365098517084
52,daily,magnitude,baseline_zero,1,rmse,0.010150911470770926,0.0011378904543894177
53,daily,magnitude,baseline_zero,1,sign_accuracy,0.0,0.0
54,daily,magnitude,baseline_zero,3,mae,0.015144790052502691,0.002313285667130359
55,daily,magnitude,baseline_zero,3,rmse,0.018147578881270183,0.0029113172231392545
56,daily,magnitude,baseline_zero,3,sign_accuracy,0.0,0.0
57,daily,magnitude,baseline_zero,7,mae,0.026803841950217844,0.007163212005419668
58,daily,magnitude,baseline_zero,7,rmse,0.03117932564667537,0.00692999864648393
59,daily,magnitude,baseline_zero,7,sign_accuracy,0.0,0.0
60,daily,magnitude,mvp_xgboost_quantile_q50,1,mae,0.009823975676621164,0.00148341178618098
61,daily,magnitude,mvp_xgboost_quantile_q50,1,rmse,0.011958035128099237,0.0015872204532966865
62,daily,magnitude,mvp_xgboost_quantile_q50,1,sign_accuracy,0.44666666666666666,0.05055250296034368
63,daily,magnitude,mvp_xgboost_quantile_q50,3,mae,0.021123844824283856,0.003822409471329693
64,daily,magnitude,mvp_xgboost_quantile_q50,3,rmse,0.02425852925444541,0.003281246214008445
65,daily,magnitude,mvp_xgboost_quantile_q50,3,sign_accuracy,0.3,0.1649915822768611
66,daily,magnitude,mvp_xgboost_quantile_q50,7,mae,0.037350005393973096,0.010459138295590795
67,daily,magnitude,mvp_xgboost_quantile_q50,7,rmse,0.04216096851371541,0.008555890129835
68,daily,magnitude,mvp_xgboost_quantile_q50,7,sign_accuracy,0.3466666666666667,0.2662496739695448
69,daily,magnitude_quantile,mvp_xgboost_quantile,1,pinball_q0.1,0.0021335900642919627,0.00017669968389162058
70,daily,magnitude_quantile,mvp_xgboost_quantile,1,pinball_q0.5,0.004911987838310582,0.00074170589309049
71,daily,magnitude_quantile,mvp_xgboost_quantile,1,pinball_q0.9,0.0020104327774987185,0.0004571855176283399
72,daily,magnitude_quantile,mvp_xgboost_quantile,3,pinball_q0.1,0.0037381862790848925,0.0008606159794072773
73,daily,magnitude_quantile,mvp_xgboost_quantile,3,pinball_q0.5,0.010561922412141928,0.0019112047356648464
74,daily,magnitude_quantile,mvp_xgboost_quantile,3,pinball_q0.9,0.004033485870053767,0.0013891971708182395
75,daily,magnitude_quantile,mvp_xgboost_quantile,7,pinball_q0.1,0.00860912439651266,0.0024347107681525755
76,daily,magnitude_quantile,mvp_xgboost_quantile,7,pinball_q0.5,0.018675002696986548,0.005229569147795397
77,daily,magnitude_quantile,mvp_xgboost_quantile,7,pinball_q0.9,0.008182271700616616,0.004804856205269162
78,daily,start_window,baseline_most_freq,max,macro_f1,0.1800760215394362,0.043952381994987785
79,daily,start_window,baseline_most_freq,max,top1_accuracy,0.4666666666666667,0.09128709291752768
80,daily,start_window,baseline_most_freq,max,top2_accuracy,0.6866666666666666,0.060553007081949856
81,daily,start_window,mvp_xgboost,max,macro_f1,0.24734343490569094,0.07098515117510674
82,daily,start_window,mvp_xgboost,max,top1_accuracy,0.3933333333333333,0.07226494462892935
83,daily,start_window,mvp_xgboost,max,top2_accuracy,0.7466666666666667,0.09603240193925296
84,hourly,direction,baseline_logistic,1,accuracy,0.505,0.047726070210921186
85,hourly,direction,baseline_logistic,1,f1,0.5264775171716438,0.19946648025607158
86,hourly,direction,baseline_logistic,1,precision,0.5054925272747055,0.03973051023970913
87,hourly,direction,baseline_logistic,1,recall,0.6552918028097036,0.31666689634718664
88,hourly,direction,baseline_logistic,1,roc_auc,0.5184139905946683,0.026167749944167644
89,hourly,direction,baseline_logistic,2,accuracy,0.5233333333333333,0.04837641757899997
90,hourly,direction,baseline_logistic,2,f1,0.5717382173272822,0.10758012938909446
91,hourly,direction,baseline_logistic,2,precision,0.5446755970076556,0.08287194853001056
92,hourly,direction,baseline_logistic,2,recall,0.6787543455314169,0.2529916858936547
93,hourly,direction,baseline_logistic,2,roc_auc,0.5327167271367966,0.028443223666080153
94,hourly,direction,baseline_logistic,4,accuracy,0.5366666666666667,0.04433145359423463
95,hourly,direction,baseline_logistic,4,f1,0.5878854984346311,0.0772016280306768
96,hourly,direction,baseline_logistic,4,precision,0.547423657460028,0.12608174212799741
97,hourly,direction,baseline_logistic,4,recall,0.7387180083534417,0.24303790548795412
98,hourly,direction,baseline_logistic,4,roc_auc,0.5874400050426392,0.059734382788623426
99,hourly,direction,baseline_prev_bar,1,accuracy,0.5016666666666667,0.024579802006254363
100,hourly,direction,baseline_prev_bar,1,f1,0.4982759740370281,0.060753190454051
101,hourly,direction,baseline_prev_bar,1,precision,0.49750759696322266,0.06140842772076395
102,hourly,direction,baseline_prev_bar,1,recall,0.49908598128471543,0.060312499355104444
103,hourly,direction,baseline_prev_bar,1,roc_auc,0.49832225764072724,0.0235053084398105
