index,branch,task,model,horizon,metric,mean,std
0,daily,direction,baseline_logistic,1,accuracy,0.5,0.13944333775567927
1,daily,direction,baseline_logistic,1,f1,0.25886446886446884,0.21393029602508465
2,daily,direction,baseline_logistic,1,precision,0.5166666666666666,0.34168947990869153
3,daily,direction,baseline_logistic,1,recall,0.2438644688644689,0.30468740834533514
4,daily,direction,baseline_logistic,1,roc_auc,0.45906458737341094,0.13475170774832393
5,daily,direction,baseline_logistic,3,accuracy,0.5133333333333333,0.10697871023920807
6,daily,direction,baseline_logistic,3,f1,0.3305882352941176,0.22931789599607716
7,daily,direction,baseline_logistic,3,precision,0.4304895104895105,0.260089028983734
8,daily,direction,baseline_logistic,3,recall,0.3078650761003702,0.27701847222790904
9,daily,direction,baseline_logistic,3,roc_auc,0.47915683387819613,0.1334833159679138
10,daily,direction,baseline_logistic,7,accuracy,0.5733333333333334,0.13416407864998744
11,daily,direction,baseline_logistic,7,f1,0.27091029648574405,0.30592290915699916
12,daily,direction,baseline_logistic,7,precision,0.4128571428571428,0.38093601155306805
13,daily,direction,baseline_logistic,7,recall,0.23542510121457488,0.31702595826065033
14,daily,direction,baseline_logistic,7,roc_auc,0.5300037567065431,0.23304088601518616
15,daily,direction,baseline_prev_bar,1,accuracy,0.5866666666666667,0.050552502960343665
16,daily,direction,baseline_prev_bar,1,f1,0.549074074074074,0.052948068353688135
17,daily,direction,baseline_prev_bar,1,precision,0.5493589743589744,0.05446832252884101
18,daily,direction,baseline_prev_bar,1,recall,0.5493589743589744,0.05446832252884104
19,daily,direction,baseline_prev_bar,1,roc_auc,0.5816180959563313,0.04630162445799948
20,daily,direction,baseline_prev_bar,3,accuracy,0.5133333333333333,0.13038404810405296
21,daily,direction,baseline_prev_bar,3,f1,0.46042307129263654,0.1546493681833738
22,daily,direction,baseline_prev_bar,3,precision,0.4519230769230769,0.14131671592979872
23,daily,direction,baseline_prev_bar,3,recall,0.4787083504730563,0.18777547842140072
24,daily,direction,baseline_prev_bar,3,roc_auc,0.5081169759033536,0.13621734117800896
25,daily,direction,baseline_prev_bar,7,accuracy,0.5133333333333333,0.09006170724070862
26,daily,direction,baseline_prev_bar,7,f1,0.45691249491249486,0.1374553748845184
27,daily,direction,baseline_prev_bar,7,precision,0.4519230769230769,0.14131671592979872
28,daily,direction,baseline_prev_bar,7,recall,0.4671512697828487,0.15098449102625192
29,daily,direction,baseline_prev_bar,7,roc_auc,0.5039527809651648,0.09930711487909614
30,daily,direction,mvp_xgboost,1,accuracy,0.5466666666666666,0.11205157542647737
31,daily,direction,mvp_xgboost,1,f1,0.4636859528500395,0.14580543537344862
32,daily,direction,mvp_xgboost,1,precision,0.5035714285714286,0.10744006397493804
33,daily,direction,mvp_xgboost,1,recall,0.44619963369963367,0.18770227296557365
34,daily,direction,mvp_xgboost,1,roc_auc,0.5407476238358591,0.13571165899626028
35,daily,direction,mvp_xgboost,3,accuracy,0.58,0.11205157542647737
36,daily,direction,mvp_xgboost,3,f1,0.4354215918045705,0.28748203003386275
37,daily,direction,mvp_xgboost,3,precision,0.4357109557109557,0.273288099080389
38,daily,direction,mvp_xgboost,3,recall,0.4728095433977787,0.3721796151629424
39,daily,direction,mvp_xgboost,3,roc_auc,0.5037053194483535,0.1386347658777927
40,daily,direction,mvp_xgboost,7,accuracy,0.48666666666666664,0.10954451150103321
41,daily,direction,mvp_xgboost,7,f1,0.43356062532263906,0.1979462062781935
42,daily,direction,mvp_xgboost,7,precision,0.41237281237281237,0.1327808497385466
43,daily,direction,mvp_xgboost,7,recall,0.5078517973254815,0.3270093195168257
44,daily,direction,mvp_xgboost,7,roc_auc,0.46823440004554556,0.10413331191442465
45,daily,interval,mvp_xgboost_quantile,1,coverage,0.5733333333333334,0.11879019787470302
46,daily,interval,mvp_xgboost_quantile,1,interval_width,0.019340257346630096,0.0015970246782327105
47,daily,interval,mvp_xgboost_quantile,3,coverage,0.62,0.12823589374447567
48,daily,interval,mvp_xgboost_quantile,3,interval_width,0.03816712610423565,0.006623492470011232
49,daily,interval,mvp_xgboost_quantile,7,coverage,0.64,0.2361731944522447
50,daily,interval,mvp_xgboost_quantile,7,interval_width,0.06247331872582436,0.016902043470310615
51,daily,magnitude,baseline_zero,1,mae,0.008395617575256097,0.0009186982602956778
52,daily,magnitude,baseline_zero,1,rmse,0.010407377091427972,0.000919299015970498
53,daily,magnitude,baseline_zero,1,sign_accuracy,0.0,0.0
54,daily,magnitude,baseline_zero,3,mae,0.015885368290198806,0.002477732475893334
